,,"Permisos Vigentes de Generación, Importación y Exportación de Energía Eléctrica",,,,,,,,,,,,,,,
,,Comisión Reguladora de Energía / Unidad de Electricidad,,,,,,,,,,,,,,,
,,Actualización: 31 de agosto de 2024,,,,,,,,,,,,,,,
Num,Permisionario,Modalidad,Fecha de Otorgamiento,Número de Permiso,Capacidad Autorizada (MW),Generación Estimada (GWh/Año),Inversion Estimada (Millones de Dólares),Fecha de Entrada en Operación,Energético Primario,Actividad Economica,Tecnología,Estado Actual,Entidad Federativa,Dirección,Empresa Líder,País de Origen,Subasta
300,"Mabe México, S. de R. L. de C. V., Planta Saltillo",AUT.,10/07/2008,E/781/AUT/2008,8.5,74.46,$7.65,03/11/2008,Gas Natural,Industrias Diversas,Combustión Interna,En operación,Coahuila,"Avenida Productividad, número 125, Colonia Corredor Industrial, Municipio Saltillo, 25169, Estado de Coahuila",Mabe,México,
301,"Avomex Internacional, S. A. de C. V.",AUT.,10/07/2008,E/783/AUT/2008,4,2.9,$3.60,01/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Coahuila,"Calle Andrés Flores, s/n, Colonia Los Pinos, Municipio Sabinas, 26737, Estado de Coahuila",Avomex,México,
302,"Tecnologías Para El Cuidado Ambiental, S. A. de C. V.",AUT.,17/07/2008,E/784/AUT/2008,1.73,1.8,$1.56,31/07/2008,Gas Natural,Industrias Diversas,Combustión Interna,En operación,San Luis Potosí,"Calle Manzana 8, s/n, Colonia Zona Industrial, San Luis Potosí, 78090, San Luis Potosí",Grupo Martex,México,
303,"Primero Empresa Minera, S. A. de C. V.",AUT.,17/07/2008,E/785/AUT/2008,19.73,78,$26.58,31/07/2008,Agua y Diésel,Minero,Hidroeléctrica,En operación,Durango,"Domicilio conocido, Las Truchas, Ejido de Huahuapan, San Dimas, Durango; Y Calle 16 de Septiembre, Col. San Pedro Totoltepec, Tayoltita, San Dimas, 34690, Durango",Goldcorp,Canadá,
304,Embotelladoras Bepensa. S. A. de C. V.,AUT.,24/07/2008,E/786/AUT/2008,2,1.26,$1.80,15/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Yucatán,"Anillo Periférico Tablaje Catastral 18569, Colonia Pacabtún, Municipio Mérida, 97160, Estado de Yucatán",Coca-cola company,Estados Unidos,
305,"Bepensa Bebidas, S. A. de C. V.",AUT.,24/07/2008,E/787/AUT/2008,2,1.26,$1.80,15/08/2008,Diésel,Alimentos,Combustión Interna,En operación,Quintana Roo,"Carretera Valladolid-Puerto Juárez km 305-306, Cancún, Municipio Benito Juárez, 77500, Estado de Quintana Roo",Coca-cola company,Estados Unidos,
306,"Grupo Gamesa, S. de R. L. de C. V., Planta Celaya",AUT.,04/09/2008,E/795/AUT/2008,7.93,65.95,$7.17,18/09/2008,Gas Natural y Diésel,Alimentos,Combustión Interna,En operación,Guanajuato,"Calle Poniente 6, número 125, Colonia Ciudad Industrial, 38010, Celaya, Guanajuato",Pepsico,Estados Unidos,
307,"Abbott Laboratories de México, S. A. de C. V.",AUT.,04/09/2008,E/796/AUT/2008,6.3,46.41,$5.67,03/08/2009,Gas Natural,Farmacéutica,Turbogás,En operación,Ciudad de México,"Calzada de Tlalpan, número 3092, Colonia Ex Hacienda Coapa, Coyoacán, 04980, México, Ciudad de México",Abbott,Estados Unidos,
308,"Nemak, S. A.",AUT.,16/10/2008,E/800/AUT/2008,7,4.81,$6.30,10/11/2008,Diésel,Manufacturero,Combustión Interna,En operación,Nuevo León,"Libramiento Arco Vial, km 3.8, García, 66000, Nuevo León",Nemak,México,
309,"Eólica Santa Catarina, S. de R. L. de C. V.",AUT.,23/10/2008,E/802/AUT/2008,22,45,$44.00,01/06/2013,Viento,Industrias Diversas,Eólica,En operación,Nuevo León,"Camino Vecinal al Jonuco, al norte del fraccionamiento del Jonuco, Población Jonuco, Santa Catarina, Nuevo León",Gobierno del estado de Nuevo León,México,
310,"La Torre del Vigía, A. R.",AUT.,23/10/2008,E/803/AUT/2008,3.75,2.5,$3.38,19/11/2008,Diésel,Servicios,Combustión Interna,En operación,México,"Avenida Jardín, número 10, Colonia Fraccionamiento El Tejocote, Cuautlalpan, Texcoco, 56239, Estado de México",La Torre del Vigía,México,
311,"Fuerza y Energía BII Hioxo, S. A. de C. V.",AUT.,23/10/2008,E/806/AUT/2008,234,700.68,$468.00,01/10/2014,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"entre la carretera a Unión Hidalgo y el Río de Perros, Juchitán de Zaragoza, 07000, Oaxaca",Naturgy,España,
312,"Industrial Papelera Mexicana, S. A. de C. V., Planta Uruapan",AUT.,23/10/2008,E/807/AUT/2008,8.32,62.16,$7.49,28/04/2010,Gas Natural,Papelero,Turbogás,En operación,Michoacán,"Boulevard Industrial, número 3201, Colonia La Cofradía, Uruapan, 60221, Michoacán",Industrial Papelera Mexicana,México,
313,"Energía EP, S. de R. L. de C. V.",AUT.,05/02/2009,E/808/AUT/2009,0.41,2.88,$0.62,10/07/2010,Agua,Industrias Diversas,Hidroeléctrica,En operación,Puebla,"San Juan Tetla, Chiautzingo, Puebla","Fabrica de San Martin, S.A.",México,
314,"Pemex Transformación Industrial, Complejo Procesador de Gas Nuevo Pemex",COG.,23/04/2009,E/811/COG/2009,347.4,2628,$330.66,15/05/2009,Gas Natural,Petrolero,Cogeneración Eficiente,En operación,Tabasco,"Carretera Luis Gil Pérez, s/n, Centro, 86000, Tabasco.",Pemex,México,
315,"Hotel Gran Caribe Real, S. de R. L. de C. V.",AUT.,07/05/2009,E/813/AUT/2009,1.35,0.89,$1.22,25/05/2009,Diésel,Turismo,Combustión Interna,En operación,Quintana Roo,"Boulevard Kukulcán km 11.5, Colonia Zona Hotelera, Cancún, Benito Juárez, 77500, Quintana Roo","Playa H&R Holdings, BV",Países Bajos,
316,"Agnico Eagle México, S. A. de C. V.",AUT.,07/05/2009,E/818/AUT/2009,14.6,15.18,$13.14,21/05/2009,Diésel,Minero,Combustión Interna,En operación,Chihuahua,"Carretera Chihuahua-Hermosillo, km 283, Pinos Altos, Ocampo, Chihuahua",Agnico-Eagle Mines Limites,Canadá,
317,"Inmobiliaria y Proyectos TRPlaya, S. de R. L. de C. V.",AUT.,07/05/2009,E/819/AUT/2009,1,8.5,$0.90,25/05/2009,Gas L.P.,Turismo,Turbogás,En operación,Quintana Roo,"Avenida Constituyentes, número 2, Colonia Centro, Solidaridad, 77780, Quintana Roo","Hotel Royal del Carmen, BV",Países Bajos,
318,"Bioeléctrica de Occidente, S. A. de C. V.",COG.,04/06/2009,E/822/COG/2009,35.36,117.34,$42.43,01/09/2016,Bagazo de Caña,Azucarero,Bioenergía,En operación,Nayarit,"Veracruz, s/n, Colonia Centro, Francisco I. Madero, 63500, Nayarit.","Ingenio de Puga, S. A. de C. V.",México,
319,"Desarrollos Eólicos Mexicanos de Oaxaca 1, S. A. P. I. de C. V.",AUT.,04/06/2009,E/823/AUT/2009,90,333.02,$180.00,01/11/2012,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"Polígono I, localizado en terrenos del Municipio Unión Hidalgo y Polígono II, localizado en terrenos del Municipio Juchitán de Zaragoza, ambos en Oaxaca",Renovalia Wind International,España,
320,"Transformadora de Energía Eléctrica de Juárez, S. A. de C. V.",AUT.,11/06/2009,E/825/AUT/2009,6.4,39.24,$5.76,15/06/2011,Biogás,Industrias Diversas,Bioenergía,En operación,Chihuahua,"km 27.5 de la Carretera Panamericana, Juárez, Chihuahua","Maquinaria, S. A. de C. V.",México,
321,"Energías Ambientales de Oaxaca, S. A. de C. V.",P.I.E.,23/07/2009,E/828/PIE/2009,102,410,$204.00,26/09/2012,Viento,Productor Independiente,Eólica,En operación,Oaxaca,"Carretera Federal 190, entre los poblados de Juchitán, Santo Domingo Ingenio y Cazadero, Municipio Santo Domingo Ingenio, Oaxaca",Grupo COBRA,España,
322,"Energías Renovables Venta III, S. A. de C. V.",P.I.E.,23/07/2009,E/829/PIE/2009,102.85,288,$205.70,03/10/2012,Viento,Productor Independiente,Eólica,En operación,Oaxaca,"Ejido Santo Domingo, Santo Domingo Ingenio, Oaxaca",Mexico Infrastructure Partners (MIP),España,
323,"Productos Urólogos de México, S. A. de C. V.",AUT.,03/09/2009,E/831/AUT/2009,3,1.35,$2.70,01/10/2009,Diésel,Farmacéutica,Combustión Interna,En operación,Baja California,"Calle Cerrada Vía de la Producción, número 85, Colonia Parque Industrial Mexicali III, Mexicali, 21397, Baja California",American Hospital Supply Corporation,Estados Unidos,
324,Municipio de Mexicali,AUT.,15/10/2009,E/832/AUT/2009,10,27,$20.00,29/10/2009,Viento,Municipal,Eólica,En operación,Baja California,"Carretera libre Mexicali-Tijuana, km 74+950,
Ejido Dr. Gustavo Aubanel Vallejo, La Rumorosa, Tecate, Baja California",Municipio de Mexicali,México,
325,"Laboratorios Pisa, S. A. de C. V., Planta Tlajomulco",AUT.,04/03/2010,E/844/AUT/2010,5.48,5.69,$4.93,19/03/2010,Diésel,Farmacéutica,Combustión Interna,En operación,Jalisco,"Carretera San Isidro Mazatepec, número 7000, Tlajomulco de Zúñiga, 45645, Jalisco","Laboratorios Pisa, S. A. de C. V.",México,
326,"Empacadora Celaya, S. A. de C. V.",GEN.,25/03/2010,E/845/GEN/2010,2.4,15.26,$2.16,08/04/2010,Gas Natural,Alimentos,Combustión Interna,En operación,Guanajuato,"Avenida México-Japón, número 116, Colonia Ciudad Industrial, Celaya, 38010, Guanajuato",Grupo Capistrano,México,
327,"Continental Automotive Mexicana, S. A. de C. V., Planta Cuautla",AUT.,25/03/2010,E/846/AUT/2010,2.59,1.39,$2.33,08/04/2010,Diésel,Industrias Diversas,Combustión Interna,En operación,Morelos,"Avenida Ignacio Allende, Lote 20, Colonia Parque Industrial Cuautla, Xalostoc, Ayala, 62743, Morelos",Continental AG,Alemania,
328,"Sociedad Autoabastecedora de Energía Verde de Aguascalientes, S. de R. L. de C. V.",AUT.,25/03/2010,E/847/AUT/2010,2.62,20.92,$2.35,19/12/2011,Biogás,Industrias Diversas,Bioenergía,En operación,Aguascalientes,"km. 9.3 de la Carretera José María Morelos y Pavón, Aguascalientes, Aguascalientes","Biogas Technology, S.A. de C.V.",Inglaterra,
329,"Posco México, S. A. de C. V.",AUT.,15/04/2010,E/848/AUT/2010,21,166.03,$18.90,02/09/2010,Gas Natural,Siderúrgico,Combustión Interna,En operación,Tamaulipas,"Boulevard de los Ríos s/n, Colonia Puerto Industrial de Altamira, Altamira, 89603, Tamaulipas",Posco,Corea,
330,"Compañía Eléctrica Carolina, S. A. de C. V.",AUT.,22/04/2010,E/849/AUT/2010,2.49,21.8,$3.74,07/05/2010,Agua,Industrias Diversas,Hidroeléctrica,En operación,Guanajuato,"Mariano Matamoros, número 101, Salvatierra, 38900, Guanajuato","Fábrica de Textiles de México, S. A. de C. V.",México,
331,"CE Oaxaca Dos, S. de R. L. de C. V.",P.I.E.,13/05/2010,E/850/PIE/2010,102,326.4,$204.00,06/02/2012,Viento,Productor Independiente,Eólica,En operación,Oaxaca,"Ejido Santo Domingo Ingenio, Santo Domingo Ingenio, Oaxaca",Acciona,España,
332,"CE Oaxaca Cuatro, S. de R. L. de C. V.",P.I.E.,13/05/2010,E/851/PIE/2010,102,326.4,$204.00,05/03/2012,Viento,Productor Independiente,Eólica,En operación,Oaxaca,"Ejidos La Venta y Santo Domingo Ingenio, Juchitán de Zaragoza y Santo Domingo Ingenio respectivamente, Oaxaca",Acciona,España,
333,"CE Oaxaca Tres, S. de R. L. de C. V.",P.I.E.,13/05/2010,E/852/PIE/2010,102,326.4,$204.00,30/01/2012,Viento,Productor Independiente,Eólica,En operación,Oaxaca,"Ejido La Venta, Juchitán de Zaragoza, Oaxaca",Acciona,España,
334,"Electricidad del Golfo, S. de R. L. de C. V.",AUT.,03/06/2010,E/853/AUT/2010,35,100,$52.50,01/01/2014,Agua,Industrias Diversas,Hidroeléctrica,En operación,Veracruz,"Río Apatlahuaya afluente del Río Tonto, Zongolica, Veracruz",Impulsora de Proyectos Hidroeléctricos,Estados Unidos,
335,"Mitsui & CO. Infrastructure Solutions, S. A. de C. V.",COG.,03/06/2010,E/854/COG/2010,1.05,8.41,$0.94,25/11/2010,Biogás y Gas Natural,Servicios,Bioenergía,En operación,Querétaro,"intersección del Río Querétaro y Dren el Arenal, Ejido Santa María Magdalena, Delegación Felipe Carrillo Puerto, Santiago Querétaro, 76137, Querétaro","CYDSA, S. A.",México,
336,"Compañía Cervecera de Coahuila, S. de R. L. de C. V.",COG.,03/06/2010,E/855/COG/2010,16,126.14,$19.20,17/06/2010,Combustóleo,Alimentos,Termoeléctrica Convencional,En operación,Coahuila,"km 233+200 de la Carretera 57, número 85, Nava, 26170, Coahuila","Diblo, S. A. de C. V.",México,
337,"Seal For Life Industries México, S. de R. L. de C. V.",AUT.,10/06/2010,E/856/AUT/2010,1.5,0.72,$1.35,24/06/2010,Diésel,Manufacturero,Combustión Interna,En operación,Baja California,"Calle Once Norte número 11002, Ciudad Industrial Nueva Tijuana, Mesa de Otay, Tijuana, 22500, Baja California",Seal For Life Industries México,Estados Unidos,
338,"Ingenio El Mante, S. A. de C. V.",AUT.,30/06/2010,E/858/AUT/2010,5.75,25.24,$6.90,01/11/2010,Combustóleo y Bagazo de Caña,Azucarero,Bioenergía,En operación,Tamaulipas,"Calle Sur de la Colonia Obrera 1, Colonia Obrera 1, Ciudad Mante, El Mante, 89870, Tamaulipas",Grupo Saenz,México,
339,"Auma, S. A. de C. V.",AUT.,12/08/2010,E/860/AUT/2010,2.06,2.06,$1.85,30/11/2010,Gas Natural,Manufacturero,Combustión Interna,En operación,Chihuahua,"Carretera a Tabalaopa número 7700, Colonia La Concordia, Chihuahua, C. P. 31380, Chihuahua",Grupo Bocar,México,
340,"Compañía Eólica de Tamaulipas, S. A. de C. V.",AUT.,26/08/2010,E/863/AUT/2010,54,213,$108.00,01/03/2014,Viento,Industrias Diversas,Eólica,En operación,Tamaulipas,"Ejido El Porvenir, Reynosa, Tamaulipas",Soriana,México,
341,"Ingenio Tamazula, S. A. de C. V., Planta Santa Cruz",AUT.,26/08/2010,E/866/AUT/2010,0.64,0.7,$0.96,01/10/2010,Agua,Azucarero,Hidroeléctrica,En operación,Jalisco,"región hidrológica Río Armería Coahuayana, Vista Hermosa, Tamazula de Gordiano, Jalisco",Grupo Saenz,México,
342,"Nusantara de México, S. A. de C. V., Mina Santa Elena",GEN.,26/08/2010,E/867/GEN/2010,12.1,104.4,$10.89,29/10/2010,Diésel,Minero,Combustión Interna,En operación,Sonora,"7 km al Noroeste del poblado de Banámichi, Sonora",Norcrest Silver,Canadá,
343,"Tala Electric, S. A. de C. V.",COG.,28/10/2010,E/871/COG/2010,25,99.7,$30.00,01/04/2012,Bagazo de Caña,Azucarero,Bioenergía,En operación,Jalisco,"km 46 de la Carretera Guadalajara-Ameca-Puerto Vallarta, Tala, 45300, Jalisco","Bret del Sureste, S. A. de C. V.",México,
344,"KST Electric Power Company, S. A. de C. V.",P.I.E.,28/10/2010,E/872/PIE/2010,533.36,4508.24,$540.72,19/12/2013,Gas Natural,Productor Independiente,Ciclo combinado,En operación,Chihuahua,"predio denominado “El Encino”, a 7.8 kilómetros al suroeste de la ciudad de Chihuahua, a la altura del km 196 + 724 de la carretera federal número 45, Chihuahua-Delicias, Chihuahua, Chihuahua.",KST Electric Power Company,Corea,
345,"Polioles, S. A. de C. V.",COG.,16/12/2010,E/875/COG/2010,2.5,16.75,$3.00,31/01/2011,Gas Natural,Petroquímico,Termoeléctrica Convencional,En operación,México,"km 52.5 de la Carretera México-Toluca, Lote A, Colonia Valle de Lerma, Rancho San Carlos, Lerma, 52000, Estado de México",Alfa,México,
346,"Proteína Animal, S. A. de C. V.",AUT.,27/01/2011,E/876/AUT/2011,4.46,4.63,$4.01,11/02/2011,Diésel,Agricultura y Ganadería,Combustión Interna,En operación,Jalisco,"kilómetro 1.8 del Libramiento Carretero San Juan, San Juan de los Lagos, 47000, Jalisco",Manuel Romo Muñoz,México,
347,"Basf Mexicana, S. A. de C. V.",AUT.,03/02/2011,E/879/AUT/2011,1.25,10,$1.13,30/08/2011,Gas Natural,Industrias Diversas,Combustión Interna,En operación,México,"Avenida Licenciado Ángel Otero Rivero número 8, Colonia Industrias Tulpetlac, 55107, Ecatepec, Estado de México",Basf The Chemical Company,Alemania,
348,"Bio Pappel, S. A. de C. V.",COG.,03/03/2011,E/882/COG/2011,22.86,133.29,$20.57,08/06/2012,Gas Natural,Papelero,Cogeneración Eficiente,En operación,Durango,"km 26 de la Carretera Durango-México, Colonia Cuesta el Registro, Durango, 34348, Durango",Miguel Rincón Arrendondo,México,
349,Pemex-Exploración Y Producción Plataforma Habitacional Litoral Tabasco HA-LT-01,AUT.,11/03/2011,E/883/AUT/2011,4.5,19.71,$4.05,17/03/2011,Diésel,Petrolero,Combustión Interna,En operación,Tabasco,"Sonda de Campeche, frente a la Costa de Tabasco",Pemex,México,
350,"Agnico Eagle México, S. A. de C. V., Proyecto Mascota",AUT.,31/03/2011,E/884/AUT/2011,3.65,30.29,$3.29,01/04/2011,Diésel,Minero,Combustión Interna,En operación,Chihuahua,"Domicilio Conocido sin número, en la Población P.P. Anexo El Potrero, Ocampo, Chihuahua",Agnico-Eagle Mines Limites,Canadá,
351,"Mitsui & CO. Infrastructure Solutions, S. A. de C. V., Planta El Ahogado",GEN.,14/04/2011,E/885/GEN/2011,2.83,10.11,$2.55,05/05/2012,Biogás,Servicios,Bioenergía,En operación,Jalisco,"Calle Antiguo Camino a los Laureles número 1000, Colonia Las Chivas, Tlajomulco de Zúñiga, 45679, Jalisco","Cydsa, S. A.",México,
352,"Ecosys III, S. A. de C. V.",AUT.,12/05/2011,E/887/AUT/2011,1.75,12.14,$1.57,01/07/2011,Biogás,Servicios,Bioenergía,En operación,Guanajuato,"km 2.5 de la Carretera León-San Francisco del Rincón, Colonia Arroyo Hondo, Santa Rosa o Plan de Ayala, León, 37460, Guanajuato","Intensa, S. A. de C. V.",México,
353,"Iberdrola Energía La Laguna, S. A. de C. V.",GEN.,16/06/2011,E/889/GEN/2011,101.27,391,$102.67,30/06/2011,Gas Natural,Industrias Diversas,Ciclo combinado,En operación,Durango,"Sitio denominado “Francke” en el km 3 de la carretera estatal 138, Gómez Palacio-Francisco I. Madero, Gómez Palacio, Durango.",Mexico Infrastructure Partners (MIP),España,
354,"Minera y Metalúrgica del Boleo, S. A. P. I. de C. V.",AUT.,23/06/2011,E/890/AUT/2011,30.85,143,$27.77,01/02/2011,Diésel,Minero,Combustión Interna,En operación,Baja California Sur,"kilómetro 5.5 de la Carretera Federal número 1, Tramo Santa Rosalía-Guerrero Negro, Santa Rosalía, Mulegé, 23920, Baja California Sur","Boleo International, S. á. r. l.",Luxemburgo,
355,"Dominica Energía Limpia,  S. A. de C. V.",AUT.,04/08/2011,E/894/AUT/2011,200,620,$400.00,01/11/2014,Viento,Industrias Diversas,Eólica,En operación,San Luis Potosí,"Predio Rústico ""El Palmar"", San Miguel, Charcas, San Luis Potosí",Enel Green Power,Italia,
356,"Pemex-Exploración y Producción, Plataforma de Generación Eléctrica PG-ZAAP-C",AUT.,18/08/2011,E/895/AUT/2011,73.36,642.63,$90.32,27/08/2011,Diésel y Gas Residual,Petrolero,Turbogás,En operación,Campeche,"Sonda de Campeche, frente a la Costa de Campeche",Pemex,México,
357,"Sigma Alimentos Centro, S. A. de C. V., Planta Atitalaquia",COG.,24/08/2011,E/896/COG/2011,3.18,19.72,$2.86,19/09/2011,Gas Natural,Alimentos,Combustión Interna,En operación,Hidalgo,"Carretera Atitalaquia-Refinería 127, colonia Cardonal, Atitalaquia, 42970, Hidalgo.","Pablo Brener Brener,",México,
358,"Energía del Agua de Baja California, S. A. de C. V., Comisión Estatal del Agua de Baja California y Comisión Estatal de Servicios Públicos de Tijuana",AUT.,01/09/2011,E/897/AUT/2011,27.6,210.24,$41.40,28/02/2017,Agua,Gobierno,Hidroeléctrica,En construcción,Baja California,"kilómetro 10 de la Carretera Libre Tecate-Ensenada, Tecate, Baja California",Estado de Baja California,México,
359,"TKR de México, S.A. de C.V.",AUT.,08/09/2011,E/899/AUT/2011,2.06,16.44,$1.85,27/10/2011,Gas Natural,Manufacturero,Combustión Interna,En operación,Tamaulipas,"kilómetro 0.200 Sur del Boulevard Luis Donaldo Colosio, Nuevo Laredo, 88277, Tamaulipas.","Construcciones y Auxiliar de Ferrocarriles, S. A.",España,
360,"Bio Pappel, S. A. de C. V., Planta Atenquique",COG.,08/09/2011,E/900/COG/2011,15.5,42.02,$18.60,27/10/2011,Licor Negro y Combustóleo,Papelero,Bioenergía,En operación,Jalisco,"kilómetro 160 de la Carretera libre Guadalajara-Colima, Atenquique, Tuxpan, 49820, Jalisco",Miguel Rincón Arrendondo,México,
361,"Pemex Transformación Industrial, Complejo Procesador de Gas Burgos",COG.,14/09/2011,E/901/COG/2011,19.5,135.9,$17.55,29/09/2011,Gas Residual,Petrolero,Turbogás,En operación,Tamaulipas,"kilómetro 190+182 de la Carretera Federal Monterrey-Reynosa, Reynosa, 76800, Tamaulipas",Pemex,México,
362,"Energía San Luis de La Paz, S. A. de C. V.",AUT.,14/09/2011,E/902/AUT/2011,182,1466.75,$222.00,01/08/2015,Gas Natural,Industrias Diversas,Ciclo Combinado,En operación,Guanajuato,"kilómetro 82 de la Carretera Federal número 57, Las Delicias, San Luis de la Paz, Guanajuato",Sony Electronics,Japón,
363,"Ferrocarriles Suburbanos, S. A. P. I. de C. V.",AUT.,22/09/2011,E/905/AUT/2011,6.61,19.26,$0.00,06/10/2011,Energía Cinética,Servicios,Energía Cinética,En operación,México,"Permisionaria en la Línea
Buenavista-Cuautitlán del Ferrocarril Suburbano, con una longitud de 27 km,","Eoliatec de México, S. A. de C. V.",México,
364,"Stipa Nayaa, S. A. de C. V.",AUT.,06/10/2011,E/907/AUT/2011,74,292,$148.00,01/07/2012,Viento,Industrias Diversas,Eólica,En operación,Oaxaca,"calle Canal Principal de Riego, Colonia Paraje Zopiloapan, El Espinal, 70117, Oaxaca",Stipa Nayaa,Países Bajos,
365,"Vitro, S. A. B. de C. V.",IMP.,16/11/2011,E/909/IMP/2011,10,87.5,$0.00,01/10/2012,Importación,Importación,Importación,En operación,Baja California,"Calzada Industrial Palaco número 2150, Colonia Dos División Dos, Mexicali, 21399, Baja California",Vitro,México,
366,"Minera y Metalúrgica del Boleo, S. A. P. I. de C. V.",COG.,08/12/2011,E/910/COG/2011,46,378,$55.20,10/04/2015,Vapor,Minero,Termoeléctrica Convencional,En operación,Baja California Sur,"kilómetro 5.5 de la Carretera Federal número 1, Tramo Santa Rosalía-Guerrero Negro, Santa Rosalía, Mulegé, 23920, Baja California Sur.","Boleo International, S. á. r. l.",Luxemburgo,
367,"México Generadora de Energía, S. de R. L.",AUT.,08/12/2011,E/911/AUT/2011,400,2827,$405.52,01/12/2013,Gas Natural,Minero,Ciclo combinado,En operación,Sonora,"km 21 de la Carretera Federal número 17 (Agua Prieta-Nacozari de García), Nacozari de García, Sonora.","Mexicana de Cobre, S. A. de C. V.",México,
368,"Ventika, S. A. P. I. de C. V.",AUT.,08/12/2011,E/912/AUT/2011,126,330,$252.00,01/04/2016,Viento,Industrias Diversas,Eólica,En operación,Nuevo León,"km 167+400 de la Carretera Libre Monterrey-Reynosa, General Bravo, Nuevo León",Cemex,México,
369,"Alcoholera de Zapopan, S. A. de C. V.",COG.,12/01/2012,E/913/COG/2012,8,34.56,$9.60,01/04/2013,Bagazo de Caña,Químico,Bioenergía,En operación,Veracruz,"kilómetro 8 de la Carretera Estatal Córdoba-Atoyac, Colonia Buenos Aires, General Miguel Alemán, Atoyac, 94965, Veracruz",Salvador Romero Valencia,México,
370,"Tlalnepantla Cogeneración, S. A. P. I. de C. V.",COG.,12/01/2012,E/914/COG/2012,15,124.83,$13.50,01/07/2012,Gas Natural,Industrias Diversas,Cogeneración Eficiente,En operación,México,"San Nicolás 18-A, colonia Fraccionamiento Industrial Tlaxcolpan, Tlalnepantla, 54030, Estado de México.","CPIngredientes, S. A. de C. V.",México,
370,"Tlalnepantla Cogeneración, S. A. P. I. de C. V.",GEN.,29/08/2024,E/2329/GEN/2024,13,108.19,$11.70,01/07/2012,Gas Natural,Industrias Diversas,Turbogás,En operación,México,"Calle San Nicolás 18-A, Col. Fraccionamiento Industrial Tlaxcolpan, coordenadas 19° 32.967’ N, 99° 12.250’ O, C. P. 54030, Tlalnepantla, Estado de México","CPIngredientes, S. A. de C. V.",México,
371,"Interiores Aéreos, S. A. de C. V.",IMP.,12/01/2012,E/916/IMP/2012,6,52.5,$0.00,01/05/2013,Importación,Importación,Importación,En operación,Baja California,"Boulevard Lázaro Cárdenas número 2385, Colonia Plutarco Elías Calles, Mexicali, 21376, Baja California",Gulfstream Delawere,Estados Unidos,
372,"Skyworks Solutions de México, S. de R. L. de C. V.",IMP.,26/01/2012,E/917/IMP/2012,10,87.5,$0.00,01/07/2012,Importación,Importación,Importación,En operación,Baja California,"Calzada Gómez Morín, número 1690, Colonia Rivera, Mexicali, 21259, Baja California",Skyworks,Estados Unidos,
373,"Huixtla Energía, S. A. de C. V.",COG.,26/01/2012,E/918/COG/2012,12,34.91,$14.40,01/03/2013,Bagazo de Caña,Industrias Diversas,Bioenergía,En operación,Chiapas,"km 8 de la Carretera al Arenal, Huixtla, 30640, Chiapas","Ingenio de Huixtla, S. A de C. V.",México,
374,"Productos Urólogos de México, S. A. de C. V.",IMP.,02/02/2012,E/919/IMP/2012,6,52,$0.00,01/07/2012,Importación,Importación,Importación,En operación,Baja California,"Calle Cerrada Vía de la Producción 85, Parque Industrial Mexicali III, código postal 21397,Mexicali, Baja California",American Hospital Supply Corporation,Estados Unidos,
375,"Eólica de Arriaga, S. A. P. I. de C. V.",AUT.,16/02/2012,E/920/AUT/2012,32,98,$64.00,05/06/2012,Viento,Industrias Diversas,Eólica,En operación,Chiapas,"kilómetro 9 de la Carretera Arriaga-Villa del Mar, Arriaga, Chiapas.","Galectra, S.A. de C.V.",México,
376,"Energía MK KF, S. A. de C. V.",COG.,10/05/2012,E/926/COG/2012,35.93,270.28,$32.34,31/05/2014,Gas Natural,Textil,Cogeneración Eficiente,En operación,Tamaulipas,"Boulevard de los Ríos 4390, Colonia Zona Industrial, 89600, Altamira, Tamaulipas","Manufacturas Kaltex, S. A. de C. V., Carga II",México,
377,Gobierno del Estado de Michoacán de Ocampo,AUT.,31/05/2012,E/929/AUT/2012,4.05,21.28,$6.08,22/10/2012,Agua,Gobierno,Hidroeléctrica,En operación,Michoacán,"kilómetro 148+900 de la Autopista Patzcuaro-Lázaro Cárdenas, Tramo Uruapan-Nueva Italia, Múgica, Nueva Italia, Michoacán",Gobierno del Estado de Michoacán de Ocampo,México,
378,"Ecopur, S. A. de C. V.",AUT.,31/05/2012,E/930/AUT/2012,3,6.7,$4.50,01/09/2018,Sol,Industrias Diversas,Fotovoltaica,En operación,Guanajuato,"kilómetro 160+600 de la Carretera Panamericana México-Cd. Juárez, Tramo León-Silao, Colonia Guanajuato Puerto Interior, Silao, 36275, Guanajuato","Bienes Raices Samex, S. A. de C. V.",Alemania,
379,"Energía Sierra Juárez, S. de R. L. de C. V.",EXP.,14/06/2012,E/932/EXP/2012,156,457,$312.00,30/04/2015,Viento,Exportación,Eólica,En operación,Baja California,"km 62+868 de la carretera de cuota Mexicali-Tijuana, Ejido Cajume, Tecate, Baja California",IENOVA,Estados Unidos,
380,"Energía Sierra Juárez, S. de R. L. de C. V.",IMP.,14/06/2012,E/933/IMP/2012,6,3,$0.00,30/04/2015,Importación,Importación,Importación,En operación,Baja California,"Ejido Cajume, Tecate, Baja California",IENOVA,Estados Unidos,
